,Unnamed: 0,Asin,Rating,Subject,Review,ProductName,Url
28,28,B07J6TCPK6,5.0 out of 5 stars,5.0 out of 5 starsAmazingly good,I would like to thank Amazon for giving this best price for 1000ml .I m using this product from last 3 months and it helped me to reduced my pimples problem drastically. Everytime i bought 125Ml for Rs.333 from pharmacy near my home.This is the first time i decided to check the price on Amazon. I am glad that i decided to buy the product from Amazon with such a great discount. 1000ML Only for Rs1200.Highly Appreciate Amazon.Thank you.,Cetaphil Face Wash,https://www.amazon.in/Cetaphil-Gentle-Skin-Cleanser-500ml/dp/B07J6TCPK6/ref=sr_1_1?crid=798AIIGATJA3&dib=eyJ2IjoiMSJ9.szTvN-kpXRpyjQtr12kesxwL8KOcgpyNQOeAE0kvxT2S5F0KKTyVICXJMEq4i3dfdFUo-I57iD7T1x0L329MzFz221FsVz6OMFHIf_YApgTUEOoN8vTAYbEH0PJYmtm6RlzXrArFVLSn-3PiwiKbUw.F4kQd8QGLkCncS2WrLB1zeF-aaIWvFfW7M-sFAz7oq4&dib_tag=se&keywords=cetaphil+face+wash+B07J6TCPK6&qid=1709302286&sprefix=cetaphil+face+wash+b07j6tcpk6%2Caps%2C353&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=29
29,29,B07J6TCPK6,5.0 out of 5 stars,5.0 out of 5 starsYou can go for it!! ❤️💯,Just loved it...,Cetaphil Face Wash,https://www.amazon.in/Cetaphil-Gentle-Skin-Cleanser-500ml/dp/B07J6TCPK6/ref=sr_1_1?crid=798AIIGATJA3&dib=eyJ2IjoiMSJ9.szTvN-kpXRpyjQtr12kesxwL8KOcgpyNQOeAE0kvxT2S5F0KKTyVICXJMEq4i3dfdFUo-I57iD7T1x0L329MzFz221FsVz6OMFHIf_YApgTUEOoN8vTAYbEH0PJYmtm6RlzXrArFVLSn-3PiwiKbUw.F4kQd8QGLkCncS2WrLB1zeF-aaIWvFfW7M-sFAz7oq4&dib_tag=se&keywords=cetaphil+face+wash+B07J6TCPK6&qid=1709302286&sprefix=cetaphil+face+wash+b07j6tcpk6%2Caps%2C353&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=30
30,30,B07J6TCPK6,5.0 out of 5 stars,5.0 out of 5 starsBest cleanser for sensitive dry skin,Been using this cleanser for 7 years now . The best won't ever replace with anything else. Affordable when brought big sizes like 500ml or like this one 1000ml . Best when paired with cetaphil DAM moisturizer.,Cetaphil Face Wash,https://www.amazon.in/Cetaphil-Gentle-Skin-Cleanser-500ml/dp/B07J6TCPK6/ref=sr_1_1?crid=798AIIGATJA3&dib=eyJ2IjoiMSJ9.szTvN-kpXRpyjQtr12kesxwL8KOcgpyNQOeAE0kvxT2S5F0KKTyVICXJMEq4i3dfdFUo-I57iD7T1x0L329MzFz221FsVz6OMFHIf_YApgTUEOoN8vTAYbEH0PJYmtm6RlzXrArFVLSn-3PiwiKbUw.F4kQd8QGLkCncS2WrLB1zeF-aaIWvFfW7M-sFAz7oq4&dib_tag=se&keywords=cetaphil+face+wash+B07J6TCPK6&qid=1709302286&sprefix=cetaphil+face+wash+b07j6tcpk6%2Caps%2C353&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=31
31,31,B07J6TCPK6,5.0 out of 5 stars,5.0 out of 5 starsVery Good,This is a very good product and good for sensitive skin,Cetaphil Face Wash,https://www.amazon.in/Cetaphil-Gentle-Skin-Cleanser-500ml/dp/B07J6TCPK6/ref=sr_1_1?crid=798AIIGATJA3&dib=eyJ2IjoiMSJ9.szTvN-kpXRpyjQtr12kesxwL8KOcgpyNQOeAE0kvxT2S5F0KKTyVICXJMEq4i3dfdFUo-I57iD7T1x0L329MzFz221FsVz6OMFHIf_YApgTUEOoN8vTAYbEH0PJYmtm6RlzXrArFVLSn-3PiwiKbUw.F4kQd8QGLkCncS2WrLB1zeF-aaIWvFfW7M-sFAz7oq4&dib_tag=se&keywords=cetaphil+face+wash+B07J6TCPK6&qid=1709302286&sprefix=cetaphil+face+wash+b07j6tcpk6%2Caps%2C353&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=32
32,32,B07J6TCPK6,4.0 out of 5 stars,4.0 out of 5 starsGood product,It's very good for all skins and for sensitive skins also very nice,Cetaphil Face Wash,https://www.amazon.in/Cetaphil-Gentle-Skin-Cleanser-500ml/dp/B07J6TCPK6/ref=sr_1_1?crid=798AIIGATJA3&dib=eyJ2IjoiMSJ9.szTvN-kpXRpyjQtr12kesxwL8KOcgpyNQOeAE0kvxT2S5F0KKTyVICXJMEq4i3dfdFUo-I57iD7T1x0L329MzFz221FsVz6OMFHIf_YApgTUEOoN8vTAYbEH0PJYmtm6RlzXrArFVLSn-3PiwiKbUw.F4kQd8QGLkCncS2WrLB1zeF-aaIWvFfW7M-sFAz7oq4&dib_tag=se&keywords=cetaphil+face+wash+B07J6TCPK6&qid=1709302286&sprefix=cetaphil+face+wash+b07j6tcpk6%2Caps%2C353&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=33
33,33,B07J6TCPK6,5.0 out of 5 stars,5.0 out of 5 starsSkin texture smooth,I like it befit never makes my skin feel dry,Cetaphil Face Wash,https://www.amazon.in/Cetaphil-Gentle-Skin-Cleanser-500ml/dp/B07J6TCPK6/ref=sr_1_1?crid=798AIIGATJA3&dib=eyJ2IjoiMSJ9.szTvN-kpXRpyjQtr12kesxwL8KOcgpyNQOeAE0kvxT2S5F0KKTyVICXJMEq4i3dfdFUo-I57iD7T1x0L329MzFz221FsVz6OMFHIf_YApgTUEOoN8vTAYbEH0PJYmtm6RlzXrArFVLSn-3PiwiKbUw.F4kQd8QGLkCncS2WrLB1zeF-aaIWvFfW7M-sFAz7oq4&dib_tag=se&keywords=cetaphil+face+wash+B07J6TCPK6&qid=1709302286&sprefix=cetaphil+face+wash+b07j6tcpk6%2Caps%2C353&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=34
34,34,B07J6TCPK6,4.0 out of 5 stars,4.0 out of 5 starsExcellent,Highly recommend for acne prone as well as for dry skin. Works well. Very gentle.,Cetaphil Face Wash,https://www.amazon.in/Cetaphil-Gentle-Skin-Cleanser-500ml/dp/B07J6TCPK6/ref=sr_1_1?crid=798AIIGATJA3&dib=eyJ2IjoiMSJ9.szTvN-kpXRpyjQtr12kesxwL8KOcgpyNQOeAE0kvxT2S5F0KKTyVICXJMEq4i3dfdFUo-I57iD7T1x0L329MzFz221FsVz6OMFHIf_YApgTUEOoN8vTAYbEH0PJYmtm6RlzXrArFVLSn-3PiwiKbUw.F4kQd8QGLkCncS2WrLB1zeF-aaIWvFfW7M-sFAz7oq4&dib_tag=se&keywords=cetaphil+face+wash+B07J6TCPK6&qid=1709302286&sprefix=cetaphil+face+wash+b07j6tcpk6%2Caps%2C353&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=35
35,35,B07J6TCPK6,4.0 out of 5 stars,4.0 out of 5 starsCould be better,Ok product,Cetaphil Face Wash,https://www.amazon.in/Cetaphil-Gentle-Skin-Cleanser-500ml/dp/B07J6TCPK6/ref=sr_1_1?crid=798AIIGATJA3&dib=eyJ2IjoiMSJ9.szTvN-kpXRpyjQtr12kesxwL8KOcgpyNQOeAE0kvxT2S5F0KKTyVICXJMEq4i3dfdFUo-I57iD7T1x0L329MzFz221FsVz6OMFHIf_YApgTUEOoN8vTAYbEH0PJYmtm6RlzXrArFVLSn-3PiwiKbUw.F4kQd8QGLkCncS2WrLB1zeF-aaIWvFfW7M-sFAz7oq4&dib_tag=se&keywords=cetaphil+face+wash+B07J6TCPK6&qid=1709302286&sprefix=cetaphil+face+wash+b07j6tcpk6%2Caps%2C353&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=36
36,36,B07J6TCPK6,3.0 out of 5 stars3.0 out of 5 stars,3.0 out of 5 starsSpillage mess!,The liquid came out of the opening and damaged the pack.,Cetaphil Face Wash,https://www.amazon.in/Cetaphil-Gentle-Skin-Cleanser-500ml/dp/B07J6TCPK6/ref=sr_1_1?crid=798AIIGATJA3&dib=eyJ2IjoiMSJ9.szTvN-kpXRpyjQtr12kesxwL8KOcgpyNQOeAE0kvxT2S5F0KKTyVICXJMEq4i3dfdFUo-I57iD7T1x0L329MzFz221FsVz6OMFHIf_YApgTUEOoN8vTAYbEH0PJYmtm6RlzXrArFVLSn-3PiwiKbUw.F4kQd8QGLkCncS2WrLB1zeF-aaIWvFfW7M-sFAz7oq4&dib_tag=se&keywords=cetaphil+face+wash+B07J6TCPK6&qid=1709302286&sprefix=cetaphil+face+wash+b07j6tcpk6%2Caps%2C353&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=37
37,37,B07J6TCPK6,5.0 out of 5 stars,5.0 out of 5 starsGood one,Good one,Cetaphil Face Wash,https://www.amazon.in/Cetaphil-Gentle-Skin-Cleanser-500ml/dp/B07J6TCPK6/ref=sr_1_1?crid=798AIIGATJA3&dib=eyJ2IjoiMSJ9.szTvN-kpXRpyjQtr12kesxwL8KOcgpyNQOeAE0kvxT2S5F0KKTyVICXJMEq4i3dfdFUo-I57iD7T1x0L329MzFz221FsVz6OMFHIf_YApgTUEOoN8vTAYbEH0PJYmtm6RlzXrArFVLSn-3PiwiKbUw.F4kQd8QGLkCncS2WrLB1zeF-aaIWvFfW7M-sFAz7oq4&dib_tag=se&keywords=cetaphil+face+wash+B07J6TCPK6&qid=1709302286&sprefix=cetaphil+face+wash+b07j6tcpk6%2Caps%2C353&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=38
38,38,B07J6TCPK6,5.0 out of 5 stars,5.0 out of 5 starsGreat product,Amazing,Cetaphil Face Wash,https://www.amazon.in/Cetaphil-Gentle-Skin-Cleanser-500ml/dp/B07J6TCPK6/ref=sr_1_1?crid=798AIIGATJA3&dib=eyJ2IjoiMSJ9.szTvN-kpXRpyjQtr12kesxwL8KOcgpyNQOeAE0kvxT2S5F0KKTyVICXJMEq4i3dfdFUo-I57iD7T1x0L329MzFz221FsVz6OMFHIf_YApgTUEOoN8vTAYbEH0PJYmtm6RlzXrArFVLSn-3PiwiKbUw.F4kQd8QGLkCncS2WrLB1zeF-aaIWvFfW7M-sFAz7oq4&dib_tag=se&keywords=cetaphil+face+wash+B07J6TCPK6&qid=1709302286&sprefix=cetaphil+face+wash+b07j6tcpk6%2Caps%2C353&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=39
39,39,B07J6TCPK6,3.0 out of 5 stars,3.0 out of 5 starsIt doesn't lather,It doesn't lather feels irritating,Cetaphil Face Wash,https://www.amazon.in/Cetaphil-Gentle-Skin-Cleanser-500ml/dp/B07J6TCPK6/ref=sr_1_1?crid=798AIIGATJA3&dib=eyJ2IjoiMSJ9.szTvN-kpXRpyjQtr12kesxwL8KOcgpyNQOeAE0kvxT2S5F0KKTyVICXJMEq4i3dfdFUo-I57iD7T1x0L329MzFz221FsVz6OMFHIf_YApgTUEOoN8vTAYbEH0PJYmtm6RlzXrArFVLSn-3PiwiKbUw.F4kQd8QGLkCncS2WrLB1zeF-aaIWvFfW7M-sFAz7oq4&dib_tag=se&keywords=cetaphil+face+wash+B07J6TCPK6&qid=1709302286&sprefix=cetaphil+face+wash+b07j6tcpk6%2Caps%2C353&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=40
40,40,B07J6TCPK6,5.0 out of 5 stars,5.0 out of 5 starsGood product,Good product,Cetaphil Face Wash,https://www.amazon.in/Cetaphil-Gentle-Skin-Cleanser-500ml/dp/B07J6TCPK6/ref=sr_1_1?crid=798AIIGATJA3&dib=eyJ2IjoiMSJ9.szTvN-kpXRpyjQtr12kesxwL8KOcgpyNQOeAE0kvxT2S5F0KKTyVICXJMEq4i3dfdFUo-I57iD7T1x0L329MzFz221FsVz6OMFHIf_YApgTUEOoN8vTAYbEH0PJYmtm6RlzXrArFVLSn-3PiwiKbUw.F4kQd8QGLkCncS2WrLB1zeF-aaIWvFfW7M-sFAz7oq4&dib_tag=se&keywords=cetaphil+face+wash+B07J6TCPK6&qid=1709302286&sprefix=cetaphil+face+wash+b07j6tcpk6%2Caps%2C353&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=41
41,41,B07J6TCPK6,5.0 out of 5 stars,5.0 out of 5 starsGood for sensitive skin,"I have acne prone skin, and i am using this face cleanser from last year ane the results are amazing. I can say by only using this my problem of acne has gone for good",Cetaphil Face Wash,https://www.amazon.in/Cetaphil-Gentle-Skin-Cleanser-500ml/dp/B07J6TCPK6/ref=sr_1_1?crid=798AIIGATJA3&dib=eyJ2IjoiMSJ9.szTvN-kpXRpyjQtr12kesxwL8KOcgpyNQOeAE0kvxT2S5F0KKTyVICXJMEq4i3dfdFUo-I57iD7T1x0L329MzFz221FsVz6OMFHIf_YApgTUEOoN8vTAYbEH0PJYmtm6RlzXrArFVLSn-3PiwiKbUw.F4kQd8QGLkCncS2WrLB1zeF-aaIWvFfW7M-sFAz7oq4&dib_tag=se&keywords=cetaphil+face+wash+B07J6TCPK6&qid=1709302286&sprefix=cetaphil+face+wash+b07j6tcpk6%2Caps%2C353&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=42
42,42,B07J6TCPK6,5.0 out of 5 stars,5.0 out of 5 starsMy skin loved it,My Dermatologist prescribed this face wash with my acne treatment. It helped my skin get better.,Cetaphil Face Wash,https://www.amazon.in/Cetaphil-Gentle-Skin-Cleanser-500ml/dp/B07J6TCPK6/ref=sr_1_1?crid=798AIIGATJA3&dib=eyJ2IjoiMSJ9.szTvN-kpXRpyjQtr12kesxwL8KOcgpyNQOeAE0kvxT2S5F0KKTyVICXJMEq4i3dfdFUo-I57iD7T1x0L329MzFz221FsVz6OMFHIf_YApgTUEOoN8vTAYbEH0PJYmtm6RlzXrArFVLSn-3PiwiKbUw.F4kQd8QGLkCncS2WrLB1zeF-aaIWvFfW7M-sFAz7oq4&dib_tag=se&keywords=cetaphil+face+wash+B07J6TCPK6&qid=1709302286&sprefix=cetaphil+face+wash+b07j6tcpk6%2Caps%2C353&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=43
43,43,B07J6TCPK6,5.0 out of 5 stars,5.0 out of 5 starsWorks well for my dry skin,Using this Cetaphil face wash has actually helped me manage dry skin related issues on my face and my skin feels moisturized. Happy to have found a remedy for my dry skin!,Cetaphil Face Wash,https://www.amazon.in/Cetaphil-Gentle-Skin-Cleanser-500ml/dp/B07J6TCPK6/ref=sr_1_1?crid=798AIIGATJA3&dib=eyJ2IjoiMSJ9.szTvN-kpXRpyjQtr12kesxwL8KOcgpyNQOeAE0kvxT2S5F0KKTyVICXJMEq4i3dfdFUo-I57iD7T1x0L329MzFz221FsVz6OMFHIf_YApgTUEOoN8vTAYbEH0PJYmtm6RlzXrArFVLSn-3PiwiKbUw.F4kQd8QGLkCncS2WrLB1zeF-aaIWvFfW7M-sFAz7oq4&dib_tag=se&keywords=cetaphil+face+wash+B07J6TCPK6&qid=1709302286&sprefix=cetaphil+face+wash+b07j6tcpk6%2Caps%2C353&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=44
44,44,B07J6TCPK6,5.0 out of 5 stars,5.0 out of 5 starsLove!,"Have been a cetaphil fan for years. After thwy reformukated the product ( the revised formula is paraben free) i was wondering if it would suit my skin. But it feels just as easy and nice to use. Does not irritate the skin, and now comes with the added bonus of glycerin.",Cetaphil Face Wash,https://www.amazon.in/Cetaphil-Gentle-Skin-Cleanser-500ml/dp/B07J6TCPK6/ref=sr_1_1?crid=798AIIGATJA3&dib=eyJ2IjoiMSJ9.szTvN-kpXRpyjQtr12kesxwL8KOcgpyNQOeAE0kvxT2S5F0KKTyVICXJMEq4i3dfdFUo-I57iD7T1x0L329MzFz221FsVz6OMFHIf_YApgTUEOoN8vTAYbEH0PJYmtm6RlzXrArFVLSn-3PiwiKbUw.F4kQd8QGLkCncS2WrLB1zeF-aaIWvFfW7M-sFAz7oq4&dib_tag=se&keywords=cetaphil+face+wash+B07J6TCPK6&qid=1709302286&sprefix=cetaphil+face+wash+b07j6tcpk6%2Caps%2C353&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=45
45,45,B07J6TCPK6,5.0 out of 5 stars,5.0 out of 5 starsGreat product,Great value for money coz this is 122 rs. Per 100ml which is very low proce compare to other face washes preety recommended,Cetaphil Face Wash,https://www.amazon.in/Cetaphil-Gentle-Skin-Cleanser-500ml/dp/B07J6TCPK6/ref=sr_1_1?crid=798AIIGATJA3&dib=eyJ2IjoiMSJ9.szTvN-kpXRpyjQtr12kesxwL8KOcgpyNQOeAE0kvxT2S5F0KKTyVICXJMEq4i3dfdFUo-I57iD7T1x0L329MzFz221FsVz6OMFHIf_YApgTUEOoN8vTAYbEH0PJYmtm6RlzXrArFVLSn-3PiwiKbUw.F4kQd8QGLkCncS2WrLB1zeF-aaIWvFfW7M-sFAz7oq4&dib_tag=se&keywords=cetaphil+face+wash+B07J6TCPK6&qid=1709302286&sprefix=cetaphil+face+wash+b07j6tcpk6%2Caps%2C353&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=46
46,46,B07J6TCPK6,3.0 out of 5 stars3.0 out of 5 stars,3.0 out of 5 starsProduct is good but the packaging leaked,I would suggest buy the smaller bottle .the 1litre bottle leakes in the package during delivery ...i had the same problem with nykaa so i ordered from amazon ..but here too the 1litre bottle came leaking ...i think the package defect with the 1litre bottle ..nozzle leakes..so buy the smaller bottles where in the pump nozzle isnt there,Cetaphil Face Wash,https://www.amazon.in/Cetaphil-Gentle-Skin-Cleanser-500ml/dp/B07J6TCPK6/ref=sr_1_1?crid=798AIIGATJA3&dib=eyJ2IjoiMSJ9.szTvN-kpXRpyjQtr12kesxwL8KOcgpyNQOeAE0kvxT2S5F0KKTyVICXJMEq4i3dfdFUo-I57iD7T1x0L329MzFz221FsVz6OMFHIf_YApgTUEOoN8vTAYbEH0PJYmtm6RlzXrArFVLSn-3PiwiKbUw.F4kQd8QGLkCncS2WrLB1zeF-aaIWvFfW7M-sFAz7oq4&dib_tag=se&keywords=cetaphil+face+wash+B07J6TCPK6&qid=1709302286&sprefix=cetaphil+face+wash+b07j6tcpk6%2Caps%2C353&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=47
47,47,B07J6TCPK6,5.0 out of 5 stars,5.0 out of 5 starsAcha,Mast,Cetaphil Face Wash,https://www.amazon.in/Cetaphil-Gentle-Skin-Cleanser-500ml/dp/B07J6TCPK6/ref=sr_1_1?crid=798AIIGATJA3&dib=eyJ2IjoiMSJ9.szTvN-kpXRpyjQtr12kesxwL8KOcgpyNQOeAE0kvxT2S5F0KKTyVICXJMEq4i3dfdFUo-I57iD7T1x0L329MzFz221FsVz6OMFHIf_YApgTUEOoN8vTAYbEH0PJYmtm6RlzXrArFVLSn-3PiwiKbUw.F4kQd8QGLkCncS2WrLB1zeF-aaIWvFfW7M-sFAz7oq4&dib_tag=se&keywords=cetaphil+face+wash+B07J6TCPK6&qid=1709302286&sprefix=cetaphil+face+wash+b07j6tcpk6%2Caps%2C353&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=48
48,48,B07J6TCPK6,5.0 out of 5 stars,5.0 out of 5 starsGood face wash,Original quality,Cetaphil Face Wash,https://www.amazon.in/Cetaphil-Gentle-Skin-Cleanser-500ml/dp/B07J6TCPK6/ref=sr_1_1?crid=798AIIGATJA3&dib=eyJ2IjoiMSJ9.szTvN-kpXRpyjQtr12kesxwL8KOcgpyNQOeAE0kvxT2S5F0KKTyVICXJMEq4i3dfdFUo-I57iD7T1x0L329MzFz221FsVz6OMFHIf_YApgTUEOoN8vTAYbEH0PJYmtm6RlzXrArFVLSn-3PiwiKbUw.F4kQd8QGLkCncS2WrLB1zeF-aaIWvFfW7M-sFAz7oq4&dib_tag=se&keywords=cetaphil+face+wash+B07J6TCPK6&qid=1709302286&sprefix=cetaphil+face+wash+b07j6tcpk6%2Caps%2C353&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=49
49,49,B07J6TCPK6,4.0 out of 5 stars,4.0 out of 5 starsBest cleanser,Best cleanser,Cetaphil Face Wash,https://www.amazon.in/Cetaphil-Gentle-Skin-Cleanser-500ml/dp/B07J6TCPK6/ref=sr_1_1?crid=798AIIGATJA3&dib=eyJ2IjoiMSJ9.szTvN-kpXRpyjQtr12kesxwL8KOcgpyNQOeAE0kvxT2S5F0KKTyVICXJMEq4i3dfdFUo-I57iD7T1x0L329MzFz221FsVz6OMFHIf_YApgTUEOoN8vTAYbEH0PJYmtm6RlzXrArFVLSn-3PiwiKbUw.F4kQd8QGLkCncS2WrLB1zeF-aaIWvFfW7M-sFAz7oq4&dib_tag=se&keywords=cetaphil+face+wash+B07J6TCPK6&qid=1709302286&sprefix=cetaphil+face+wash+b07j6tcpk6%2Caps%2C353&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=50
50,50,B07J6TCPK6,5.0 out of 5 stars,5.0 out of 5 starsVery good,Okay hai,Cetaphil Face Wash,https://www.amazon.in/Cetaphil-Gentle-Skin-Cleanser-500ml/dp/B07J6TCPK6/ref=sr_1_1?crid=798AIIGATJA3&dib=eyJ2IjoiMSJ9.szTvN-kpXRpyjQtr12kesxwL8KOcgpyNQOeAE0kvxT2S5F0KKTyVICXJMEq4i3dfdFUo-I57iD7T1x0L329MzFz221FsVz6OMFHIf_YApgTUEOoN8vTAYbEH0PJYmtm6RlzXrArFVLSn-3PiwiKbUw.F4kQd8QGLkCncS2WrLB1zeF-aaIWvFfW7M-sFAz7oq4&dib_tag=se&keywords=cetaphil+face+wash+B07J6TCPK6&qid=1709302286&sprefix=cetaphil+face+wash+b07j6tcpk6%2Caps%2C353&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=51
51,51,B07J6TCPK6,5.0 out of 5 stars,5.0 out of 5 starsGood for dry skin,I just love to use,Cetaphil Face Wash,https://www.amazon.in/Cetaphil-Gentle-Skin-Cleanser-500ml/dp/B07J6TCPK6/ref=sr_1_1?crid=798AIIGATJA3&dib=eyJ2IjoiMSJ9.szTvN-kpXRpyjQtr12kesxwL8KOcgpyNQOeAE0kvxT2S5F0KKTyVICXJMEq4i3dfdFUo-I57iD7T1x0L329MzFz221FsVz6OMFHIf_YApgTUEOoN8vTAYbEH0PJYmtm6RlzXrArFVLSn-3PiwiKbUw.F4kQd8QGLkCncS2WrLB1zeF-aaIWvFfW7M-sFAz7oq4&dib_tag=se&keywords=cetaphil+face+wash+B07J6TCPK6&qid=1709302286&sprefix=cetaphil+face+wash+b07j6tcpk6%2Caps%2C353&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=52
52,52,B07J6TCPK6,4.0 out of 5 stars,4.0 out of 5 starsGood product,Good product. Packaging is fine. No leakage,Cetaphil Face Wash,https://www.amazon.in/Cetaphil-Gentle-Skin-Cleanser-500ml/dp/B07J6TCPK6/ref=sr_1_1?crid=798AIIGATJA3&dib=eyJ2IjoiMSJ9.szTvN-kpXRpyjQtr12kesxwL8KOcgpyNQOeAE0kvxT2S5F0KKTyVICXJMEq4i3dfdFUo-I57iD7T1x0L329MzFz221FsVz6OMFHIf_YApgTUEOoN8vTAYbEH0PJYmtm6RlzXrArFVLSn-3PiwiKbUw.F4kQd8QGLkCncS2WrLB1zeF-aaIWvFfW7M-sFAz7oq4&dib_tag=se&keywords=cetaphil+face+wash+B07J6TCPK6&qid=1709302286&sprefix=cetaphil+face+wash+b07j6tcpk6%2Caps%2C353&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=53
53,53,B07J6TCPK6,4.0 out of 5 stars,4.0 out of 5 starsGreat product,I liked the product but need it's only for some time means we have to wash our face for every 2 -3 hrs,Cetaphil Face Wash,https://www.amazon.in/Cetaphil-Gentle-Skin-Cleanser-500ml/dp/B07J6TCPK6/ref=sr_1_1?crid=798AIIGATJA3&dib=eyJ2IjoiMSJ9.szTvN-kpXRpyjQtr12kesxwL8KOcgpyNQOeAE0kvxT2S5F0KKTyVICXJMEq4i3dfdFUo-I57iD7T1x0L329MzFz221FsVz6OMFHIf_YApgTUEOoN8vTAYbEH0PJYmtm6RlzXrArFVLSn-3PiwiKbUw.F4kQd8QGLkCncS2WrLB1zeF-aaIWvFfW7M-sFAz7oq4&dib_tag=se&keywords=cetaphil+face+wash+B07J6TCPK6&qid=1709302286&sprefix=cetaphil+face+wash+b07j6tcpk6%2Caps%2C353&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=54
54,54,B07J6TCPK6,3.0 out of 5 stars,3.0 out of 5 starsNot good this time,"I am feeling a burning sensation on my face,  when I use this product.",Cetaphil Face Wash,https://www.amazon.in/Cetaphil-Gentle-Skin-Cleanser-500ml/dp/B07J6TCPK6/ref=sr_1_1?crid=798AIIGATJA3&dib=eyJ2IjoiMSJ9.szTvN-kpXRpyjQtr12kesxwL8KOcgpyNQOeAE0kvxT2S5F0KKTyVICXJMEq4i3dfdFUo-I57iD7T1x0L329MzFz221FsVz6OMFHIf_YApgTUEOoN8vTAYbEH0PJYmtm6RlzXrArFVLSn-3PiwiKbUw.F4kQd8QGLkCncS2WrLB1zeF-aaIWvFfW7M-sFAz7oq4&dib_tag=se&keywords=cetaphil+face+wash+B07J6TCPK6&qid=1709302286&sprefix=cetaphil+face+wash+b07j6tcpk6%2Caps%2C353&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=55
55,55,B07J6TCPK6,5.0 out of 5 stars,5.0 out of 5 starsNice,Awesome 👌,Cetaphil Face Wash,https://www.amazon.in/Cetaphil-Gentle-Skin-Cleanser-500ml/dp/B07J6TCPK6/ref=sr_1_1?crid=798AIIGATJA3&dib=eyJ2IjoiMSJ9.szTvN-kpXRpyjQtr12kesxwL8KOcgpyNQOeAE0kvxT2S5F0KKTyVICXJMEq4i3dfdFUo-I57iD7T1x0L329MzFz221FsVz6OMFHIf_YApgTUEOoN8vTAYbEH0PJYmtm6RlzXrArFVLSn-3PiwiKbUw.F4kQd8QGLkCncS2WrLB1zeF-aaIWvFfW7M-sFAz7oq4&dib_tag=se&keywords=cetaphil+face+wash+B07J6TCPK6&qid=1709302286&sprefix=cetaphil+face+wash+b07j6tcpk6%2Caps%2C353&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=56
